star index,lambda,beta,mu lambda,mu beta,pi,Hwmag
952,4.649230467182033,-0.09796806252309997,1.1088102830400954e-05,1.0406273542122647e-06,3.919974583912548e-05,12.0
953,4.653783602554615,-0.09018730914940407,2.5576068633809963e-05,3.1106815728296525e-05,4.7083390452439425e-06,12.0
954,4.649585631628185,-0.08966195684184003,2.0793240876004206e-07,1.7532069035248345e-06,3.3425873388303998e-06,12.0
955,4.648800417717815,-0.08769410022679844,3.444949491935016e-05,3.7193234644390575e-05,1.201219349056585e-05,12.0
956,4.649491592376857,-0.08835826093399854,1.7347072914489047e-05,1.1355647868453113e-06,1.600545151905275e-07,12.0
957,4.6456189046137855,-0.08750344359097778,4.593619910234638e-05,5.367140785825731e-06,1.1573131347075939e-05,12.0
958,4.65873809157703,-0.09391349143438824,2.670715079333758e-05,3.501693278359223e-05,4.719208049271292e-05,12.0
959,4.645247233824548,-0.09705167787279079,3.1873977962370114e-05,3.685574991061553e-05,1.1155006852662635e-05,12.0
960,4.6492294461767045,-0.09933795753653712,5.487157681046185e-07,2.4412832275683033e-05,3.283722174003295e-06,12.0
961,4.653342269302748,-0.0933120018546486,4.811108388759629e-05,2.543086435739806e-05,4.178620093819606e-05,12.0
962,4.648366670771584,-0.10409226577163226,7.532429314811962e-07,4.588389147361453e-05,4.134345559795755e-05,12.0
963,4.650958972561276,-0.09960134695769468,2.1914942844675195e-05,4.5546160472575936e-05,3.000646853700156e-05,12.0
964,4.6502465909370105,-0.09886384410916525,4.088240119133885e-05,1.8618176746020506e-05,1.764242675193875e-05,12.0
965,4.647701041435548,-0.09106164876173935,1.8502398069228222e-05,2.261253089280513e-06,2.8780291783670832e-05,12.0
966,4.646674545685674,-0.09199917136877708,4.639275277212769e-05,4.531495064286591e-05,3.804858673788993e-05,12.0
967,4.644603942636326,-0.09624281554212279,3.6893769779068085e-05,3.5212999154200465e-05,6.676761509399715e-06,12.0
968,4.644681132604165,-0.08753164740022965,1.2021105215871686e-05,1.6541082352257493e-05,2.5625943507702105e-05,12.0
969,4.64835066312754,-0.10321475314925606,2.326088831968655e-05,2.6736039598657615e-06,4.381617933223303e-05,12.0
970,4.648632630384003,-0.09145374120948963,3.7742463502866144e-06,4.943215379392121e-05,2.9684141868873395e-05,12.0
971,4.651144674830175,-0.09462853480878858,3.797130961679855e-05,4.899652556365385e-05,3.307171975490246e-05,12.0
972,4.653723185647868,-0.0884155377604459,4.1148494977444726e-05,5.784265945447864e-06,1.469883454721473e-05,12.0
973,4.643411305734531,-0.09427271162820502,2.4293831555630702e-05,4.782117161534408e-05,3.267635783458829e-05,12.0
974,4.64412216923621,-0.09429266749151272,1.636939301705992e-06,2.2950219380641212e-05,4.507154912458404e-05,12.0
975,4.648393798203844,-0.09486824875480576,9.317295708713925e-07,1.5384385512180342e-05,4.7535898957066086e-05,12.0
976,4.658371400200894,-0.08912527135077108,1.3911272539380766e-05,4.025674106612475e-05,2.6839929032518296e-05,12.0
977,4.652304220948008,-0.10095902512827203,3.0191246810669588e-05,4.096503059495396e-05,8.326980059077633e-06,12.0
978,4.657993678390454,-0.0917177617469668,4.743195578589354e-05,1.4337925926553714e-05,1.4987493616618054e-06,12.0
979,4.65152017639766,-0.08874824547362692,3.537613683279282e-05,2.5098021410272033e-05,2.4783308819199474e-05,12.0
980,4.659444563332359,-0.09944702852493872,2.1338079210713595e-05,3.654453506607657e-05,4.001550413488175e-05,12.0
981,4.65090635614772,-0.08801655748899186,3.5528129367901564e-06,3.3485171135133946e-05,4.744642417967959e-06,12.0
982,4.644023928398864,-0.10088682057970944,1.613516704613267e-05,2.4396373951138513e-05,2.9202862273499933e-05,12.0
983,4.653959618265511,-0.09123702575387183,4.567521877745058e-05,1.8255696658749928e-05,2.3126207443764232e-05,12.0
984,4.645009738666365,-0.0995293502398199,3.145749068670946e-05,4.016039275456875e-05,4.1060833254719784e-05,12.0
985,4.656114722177738,-0.09149845478142485,2.1373512332552976e-05,4.640784318029742e-05,4.21152286199401e-05,12.0
986,4.650409963288324,-0.10365359974666437,2.63695791342898e-05,4.98429287201035e-05,4.929032043904073e-05,12.0
987,4.653608049730146,-0.10395619169911662,1.5031472936077317e-07,1.044662845719906e-05,1.6711432470851763e-05,12.0
988,4.65500837286823,-0.09019421088162638,3.0779547784052206e-05,3.4178226074648094e-05,3.442925201643841e-05,12.0
989,4.657650806793941,-0.08853643454622011,2.3506951493725232e-05,1.982535259080957e-05,1.8094733214959747e-06,12.0
990,4.653294561109017,-0.10062593113382103,4.5177283630362996e-05,2.6831492882205384e-05,3.057945764986082e-05,12.0
991,4.647143399719703,-0.10263772993086062,3.479102839907571e-05,3.7806677656785955e-05,2.4924828285580816e-05,12.0
992,4.658263589535191,-0.09399697370988219,4.128878932919674e-05,1.4989305174198798e-05,3.796848255160443e-05,12.0
993,4.654724800942504,-0.09333907473977535,3.362484092592133e-05,2.735770660549048e-05,1.6395654778729563e-05,12.0
994,4.659519538728736,-0.09781079480344428,7.5189618281231335e-06,1.499580127041419e-05,4.609742280446365e-05,12.0
995,4.658484575527386,-0.09023812518347127,2.745208186484193e-05,3.036291471371394e-05,1.8466589372050247e-05,12.0
996,4.659278055141603,-0.09883684462447016,4.929950036074741e-05,3.6591313533392976e-05,2.163711305178214e-05,12.0
997,4.64721559982699,-0.10139873350138887,2.8531209868454844e-05,9.044683924705548e-06,4.980543432709419e-05,12.0
998,4.642863666050112,-0.09700449692188984,1.0429923264064233e-05,9.430175292622034e-06,4.074935274412256e-05,12.0
999,4.656937838373352,-0.10448617162478833,2.0793033423076707e-05,3.9526610303865016e-05,4.283598710870905e-05,12.0
